,TrackId,ArtistName,Title,Lyrics,Mood
3145,TRFJHXC128F93068BE,Kansas,Cheyenne Anthem,mountains sun life begun wed land pledge souls meet end Life begun people roam earth kingdom birth dust horses hides sun mighty earth earth come me ancient home Land fathers cant leave share you man owns earth were wheels rolling hear howling winds war destiny fight die solution find way Lord let stay endless sky earth born live go oh endure like earth mountains Life keep new sun rising Soon days shall pass away freedom pay words deeds carried wind ground bodies lay lay,Happy
1876,TRNCXIT128F14922F8,The Mighty Mighty Bosstones,Let's Face It,hard face day age Somebodys race trigger somebodys rage somebodys preference drive total stranger somebody feel wrath anger here for were unsure sure hate racist sexist bigots sure stand hate cut dry simple concept missed tolerance try confusion exists ignorant mongers areas gray wronger age day here for were unsure sure hate racist sexist bigots sure stand hate far come come come let come March beat different drum face it hard guard okay free different way Lets try erase it time face dont will shame Lets try erase it time face Lets face it time,Happy
3636,TRARZOI128F14AA168,Joss Stone,Baby Baby Baby,Chorus Baby baby baby Tell me love me Baby baby baby me cant live lovin Baby cant see Baby baby baby Tell me love now cant wait face everyday cant explain way feel Im Theres space heart belongs world comes close understand Im saying understand me Got thing you Im playing need know Chorus cant imagine life know Id survive day pressure Id love safely Promise real fake understand Im saying understand me Got thing you Im playing Im playing Im playing Chorus Oh oh Love me baby love me baby matter love Im Oh need ya need man heart demands Im girl world let let Tell me love me Baby baby baby me Baby baby baby cant live loving Baby cant see Baby baby Tell me love now Tell me love now Tell me love now Gotta let know love Gotta let know love,Happy
2861,TRCTVFN128F148D0FD,Bloodhound Gang,The Bad Touch,Ha ha now act mating important differences human beings animals know Id appreciate input Sweat baby sweat baby sex Texas drought kind stuff Prince sing hands pants Ill bet feel Nuts yes Im Siskel yes Im Ebert getting thumbs twohand touch want rough bounds want smothered want covered Like Waffle House hash browns Come quicker Fed Ex reaching apex like CocaCola Stock inclined rise hour early like Daylight Savings Time Do now baby aint nothin mammals lets like Discovery Channel Do now baby aint nothin mammals lets like Discovery Channel Gettin horny now Love kind clean mop bucket Like lost catacombs Egypt God knows stuck hieroglyphics Let Pacific want South Seas got notion motion ocean Means small craft advisory capsize thighs high tide minus sunk battle ship turn on Im Mr Coffee automatic drip Ill Tool Time love like Lyle well doggie style watch XFiles Do now baby aint nothin mammals lets like Discovery Channel Do now baby aint nothin mammals lets like Discovery Channel Gettin horny now baby aint nothin mammals lets like Discovery Channel Do now baby aint nothin mammals lets like Discovery Channel Do now baby aint nothin mammals lets like Discovery Channel Do now baby aint nothin mammals lets like Discovery Channel Gettin horny now,Happy
2267,TRFKKLW128E0793B06,Soundgarden,Superunknown,blind Yea feel mean died rivers high rivers high want seen hide want believe try feel alive yea Alive superunknown Alive superunknown Alive superunknown steals mind steals free mean tied mean high smile Yea cry making sense Yea lies oh Alive superunknown Alive superunknown Alive superunknown steals mind steals soul oh afraid contained control control Yeah oh yeah Oh oh Alive superunknown steals mind steals steals mind steals steals mind steals soul,Happy
3807,TRMWXCU128F932F633,Santana,Evil Ways,got change evil ways baby stop lovin got change baby word true got runnin hidin town got sneakin apeepin runnin cant on lord knows got change baby Baby come home baby house dark pots cold hangin round baby Jean Joan anda knows Im gettin tried waitin foolin Ill find somebody feel like clown cant on lord knows got change Hey come home baby house dark pots cold hangin round baby Jean Joan anda knows Im gettin tried waitin foolin Ill find somebody feel like clown cant on yeahyeahyeah,Happy
3639,TRGAJBO128F1481F58,Rush,Marathon,fast force goes flow pick beat forget heat survival flash dotted line dash test ultimate heartbreak climb uphill Got pick pace want stay race blind ambition simple greed finish line feed burning need long run peak passed fires light gets eyes moments high glory rolls Like streak lightning flashes fades summer sky meters overload rest road miss stride gets free ride high performance spark line lucky shot dark long run lot lifetime burn fast distance need endurance got,Happy
1106,TRCYIZC128E0789756,Atomic Kitten,No One Loves You (Like I Love You),shared love strong secure thats left memories feelings flowers big field dried blown away letters pictures remain moment day want want Chorus loves like love needs way knows like know hears way years memories Suppressed recall feelings broken silent small moment day want want loves like love needs way knows like know hears way moment day want want loves like love needs way knows like know hears way loves like love needs way knows like know hears way,Happy
1318,TRFGLDL128F932DFB7,The Blood Brothers,Trash Flavored Trash,Ive spent 22 years zoo broken faces Parents school children watch sit neon nest naked Theres girl cage making love switchblade theres man bars milking abandoned cars theres priest shackles building bombs bibles piano wire vines men pines spin round round round round round pit celebrity pregnancies want wear skin magazine baby pit celebrity pregnancies oclock news fucking fantasy stole rice beggars death bowl zoo broken faces told widow beautiful half smile missing know addition gun plus gun equals bang bang bang know division trash trash equals trash flavored trash want dirty places hall filthy faces Theres girl chicken wire coughing ghosts Theres housewife cage vacuums day Theres boy toupee speaking resumes teethheads eyes carousl rides spin round round round round round Ive paid submission Ive seen petition Ive addition Ive division trash trash equals trash flavored trash,Happy
976,TRMJXHK128E0782FA2,Robbie Williams,Knutsford City Limits,said northern scum wounded baby Thats fighting talk Im Im moving baby Spent life dancing shadows strobe lights alright mellows sunlight Londons got gimmicks New Yorks minute Knutsford City limits Ill change Londons got gimmicks New Yorks minute Knutsford City limits Ill change Ive runny nearly life left broken baby meter ran life tokens lady said Northern scum wounded baby Thats fighting talk Im Im moving baby Londons got gimmicks New Yorks minute Knutsford City limits Ill change Saw transmission television Saying cant job kept dancing hate cause Im handsome beat stop Saw transmission television Saying cant job kept dancing hate cause Im handsome beat stop,Happy
248,TRHUILT128F424BBC6,Tiffany,I Think We're Alone Now,Children behave thats were watch play understand were Running fast can holding hands Trying away night arms tumble ground think were now think were now beating hearts sound Look way gotta hide were doin Cause knew were Running fast can holding hands Trying away night arms tumble ground think were now think were now beating hearts sound think were now think were now beating hearts sound Running fast can holding hands Trying away night arms tumble ground think were now think were now beating hearts sound think were now think were now beating hearts sound think were now think were now beating hearts sound think were now think were now beating hearts sound,Happy
3086,TRUGJBD128F42710AA,G. Love,Hot Cookin',let heat oven lord takes build fire let em cool ya let em cool ya Cause theres hot cookin thats goin tonight temperature rising right got fire burning bright think Cause fuel fire start chain reaction burning me tos turnin night temperature rising fast feeling strong cant mask time melt desire Cause theres hot cookin thats goin tonight temperature rising right got fire burning bright think momma said play fire burn house Cause Im strike match paper fire better run come fevers pitching Im sure Im takin bout foot mouth know Im saying time words forget things heard time melt fire Cause theres hot cookin thats goin tonight temperature rising right got fire burning bright think Yes think Oh think,Happy
88,TRRBXYN128F92F3699,George Michael,Flawless (Go to the City),Cause beautiful Like other Cause beautiful maybe tonight theyll tonight Beautiful beautiful good waiting window good waiting sun believe me things dream fall laps noone good Waiting waiting good Waiting got city dreams yeah yeah yes movin up got think Cause job pays got things God gave music savior Got way way Got way way light All girls say Got way today today maybe tonight maybe tonight dreams yeah yeah yes movin up beautiful are know wasted here star small town handmedowns know brings eats think heads going blow better know got city got reach glass think city baby think know fucked piece ass Got way way Got way way light All boys say Got way today today maybe tonight Theyll tonight dreams yeah yeah yes movin up Cause beautiful like other Cause beautiful take me me Cause beautiful maybe tonight theyll tonight Beautiful beautiful good waiting window good waiting sun believe me things dream fall laps noone good Waiting waiting good Waiting got city got city Theyre going find Cause beautiful Cause beautiful brings eats think heads going blow better know got city got reach glass think city baby think know fucked piece ass Sid got think Cause job pays got things God gave music savior want savior savior do know wasted here wasted aint miracles happening time soon,Happy
